OrderID,OrderDate,CustomerID,Product,Category,Quantity,UnitPrice,Revenue,Profit
142,2022-04-01,573,Laptop,Electronics,3,151.6,454.8,51.92
143,2022-09-18,530,Skincare Set,Beauty,1,40.64,40.64,5.63
144,2022-02-09,2181,Smartphone,Electronics,3,18.86,56.58,6.47
145,2024-01-31,4878,Yoga Mat,Sports,5,161.25,806.25,186.08
146,2023-02-16,1966,Smartwatch,Electronics,4,22.78,91.12,24.11
147,2022-12-02,2733,Tablet,Electronics,2,137.36,274.72,31.17
148,2022-07-25,1005,Makeup Kit,Beauty,3,177.42,532.26,101.83
149,2023-01-09,2317,Tablet,Electronics,3,12.34,37.02,8.39
150,2022-06-28,2704,Smartphone,Electronics,3,15.34,46.02,7.59
151,2023-01-15,4760,Jacket,Clothing,5,172.07,860.35,212.35
152,2023-01-02,2079,T-Shirt,Clothing,4,84.79,339.16,99.7
153,2024-01-07,3777,Skincare Set,Beauty,3,29.86,89.58,17.34
154,2022-10-07,4999,Sneakers,Clothing,3,48.86,146.58,29.99
155,2023-12-28,4636,Cycling Helmet,Sports,4,46.21,184.84,38.64
156,2023-07-03,765,Headphones,Electronics,1,186.45,186.45,19.98
157,2023-04-02,3682,Dumbbells,Sports,1,196.12,196.12,39.24
158,2024-01-04,3269,Dress,Clothing,4,197.22,788.88,169.75
159,2024-01-27,3105,Vacuum Cleaner,Home & Kitchen,3,130.83,392.49,78.51
160,2022-08-11,4417,Smartphone,Electronics,4,155.46,621.84,72.83
161,2023-11-11,3966,Cycling Helmet,Sports,1,26.0,26.0,7.79
162,2022-05-10,636,Air Fryer,Home & Kitchen,5,67.89,339.45,68.08
163,2022-06-25,3720,Dress,Clothing,3,95.48,286.44,40.2
164,2023-05-06,4429,Sneakers,Clothing,4,99.55,398.2,40.98
165,2022-07-25,236,Dress,Clothing,2,155.45,310.9,56.74
166,2022-07-10,624,Treadmill,Sports,4,38.3,153.2,20.67
167,2022-09-06,2555,Blender,Home & Kitchen,5,53.7,268.5,40.48
168,2022-06-30,2137,Vacuum Cleaner,Home & Kitchen,1,40.86,40.86,8.33
169,2022-04-16,1991,Sneakers,Clothing,5,144.76,723.8,191.75
170,2023-09-12,4970,Laptop,Electronics,4,101.57,406.28,65.11
171,2023-09-10,2527,Sneakers,Clothing,2,123.2,246.4,48.16
172,2023-01-13,23,Tablet,Electronics,1,76.43,76.43,12.86
173,2022-11-06,3702,Cycling Helmet,Sports,5,193.08,965.4,116.91
174,2022-05-01,1524,Smartwatch,Electronics,5,122.11,610.55,109.6
175,2023-08-09,152,Microwave,Home & Kitchen,4,66.81,267.24,41.98
176,2022-03-01,2464,Tablet,Electronics,5,13.14,65.7,7.6
177,2023-09-09,4419,Blender,Home & Kitchen,2,196.03,392.06,106.95
178,2023-08-14,3607,Microwave,Home & Kitchen,4,73.81,295.24,65.18
179,2023-12-02,4616,Tablet,Electronics,4,39.1,156.4,20.98
180,2022-03-31,4810,Vacuum Cleaner,Home & Kitchen,4,162.18,648.72,79.82
181,2022-09-29,4417,Jacket,Clothing,2,199.54,399.08,113.05
182,2022-10-07,66,Treadmill,Sports,4,197.25,789.0,84.65
183,2023-08-05,1461,Microwave,Home & Kitchen,5,193.17,965.85,269.45
184,2023-05-12,480,Vacuum Cleaner,Home & Kitchen,3,104.89,314.67,76.45
185,2022-08-11,4457,Dumbbells,Sports,2,80.06,160.12,20.15
186,2023-05-10,4500,Cookware Set,Home & Kitchen,1,65.17,65.17,14.62
187,2023-08-11,3083,Smartphone,Electronics,3,30.96,92.88,15.08
188,2023-08-12,4368,Laptop,Electronics,2,150.1,300.2,64.08
189,2022-06-24,405,Makeup Kit,Beauty,2,168.39,336.78,73.67
190,2024-01-10,1822,Smartphone,Electronics,1,48.44,48.44,13.97
191,2022-06-15,4598,Laptop,Electronics,1,23.05,23.05,5.26
192,2023-06-08,2177,Yoga Mat,Sports,2,52.16,104.32,26.69
193,2022-10-08,3900,Cycling Helmet,Sports,3,35.36,106.08,14.56
194,2022-06-24,4449,Microwave,Home & Kitchen,5,19.85,99.25,27.33
195,2023-09-09,1958,Jeans,Clothing,1,152.91,152.91,18.0
196,2022-01-15,2177,Smartphone,Electronics,4,77.34,309.36,39.94
197,2023-11-26,1285,Tablet,Electronics,2,93.37,186.74,51.44
198,2022-01-05,3490,Smartphone,Electronics,2,68.05,136.1,14.55
199,2022-09-22,1685,Yoga Mat,Sports,1,13.89,13.89,3.69
200,2022-05-07,4010,Headphones,Electronics,3,61.79,185.37,30.85
201,2022-03-21,1287,Makeup Kit,Beauty,5,148.48,742.4,180.36
202,2023-01-16,1865,T-Shirt,Clothing,1,149.43,149.43,20.67
203,2023-10-07,4102,Cycling Helmet,Sports,1,131.91,131.91,18.53
204,2022-09-06,2138,Laptop,Electronics,1,110.75,110.75,27.49
205,2022-01-20,1485,Makeup Kit,Beauty,5,137.21,686.05,72.62
206,2023-02-15,3469,Cycling Helmet,Sports,5,175.61,878.05,177.97
207,2024-01-21,2114,Headphones,Electronics,5,197.52,987.6,232.1
208,2023-02-14,2288,Vacuum Cleaner,Home & Kitchen,1,94.6,94.6,27.44
209,2023-01-14,1501,Smartphone,Electronics,5,170.94,854.7,131.84
210,2024-01-13,3844,Dress,Clothing,4,24.24,96.96,14.19
211,2022-03-03,3946,Skincare Set,Beauty,3,25.86,77.58,8.83
212,2023-07-14,1523,Air Fryer,Home & Kitchen,2,52.76,105.52,18.39
213,2023-01-24,2431,Cycling Helmet,Sports,5,97.52,487.6,117.65
214,2022-09-18,4519,Makeup Kit,Beauty,1,120.9,120.9,18.62
215,2022-06-30,3318,Perfume,Beauty,2,92.66,185.32,32.23
216,2022-06-26,482,Makeup Kit,Beauty,4,135.04,540.16,70.01
217,2023-03-13,1774,Air Fryer,Home & Kitchen,2,184.85,369.7,40.48
218,2023-03-21,3990,Jeans,Clothing,4,15.6,62.4,14.22
219,2023-06-25,2598,Jeans,Clothing,3,30.06,90.18,24.97
220,2023-04-27,3837,Air Fryer,Home & Kitchen,1,106.1,106.1,19.39
221,2023-07-02,3535,Hair Dryer,Beauty,4,33.45,133.8,13.4
222,2022-08-02,407,Air Fryer,Home & Kitchen,1,68.73,68.73,9.76
223,2023-10-11,4535,Vacuum Cleaner,Home & Kitchen,2,41.0,82.0,9.38
224,2022-05-13,717,Tennis Racket,Sports,5,10.49,52.45,15.09
225,2024-01-09,2062,Cycling Helmet,Sports,1,24.3,24.3,4.88
226,2023-10-31,1025,Laptop,Electronics,2,15.59,31.18,3.21
227,2023-09-26,3956,Cycling Helmet,Sports,5,80.96,404.8,87.19
228,2023-06-10,1713,Cycling Helmet,Sports,5,173.11,865.55,156.11
229,2023-07-09,4192,Perfume,Beauty,2,192.6,385.2,100.11
230,2023-04-12,4833,Dumbbells,Sports,1,64.4,64.4,14.28
231,2022-11-04,1335,Vacuum Cleaner,Home & Kitchen,3,178.88,536.64,140.52
232,2023-11-10,61,Microwave,Home & Kitchen,3,150.56,451.68,100.52
233,2023-06-19,141,T-Shirt,Clothing,2,96.59,193.18,21.79
234,2023-03-05,3774,Microwave,Home & Kitchen,5,109.66,548.3,62.53
235,2022-07-21,4072,Microwave,Home & Kitchen,5,190.56,952.8,221.83
236,2023-05-24,2459,Cookware Set,Home & Kitchen,5,188.51,942.55,181.79
237,2023-07-30,813,Perfume,Beauty,2,52.55,105.1,29.45
238,2023-06-07,1724,Microwave,Home & Kitchen,5,84.82,424.1,112.78
239,2022-08-02,104,Air Fryer,Home & Kitchen,2,100.94,201.88,56.39
240,2023-09-28,4710,Shampoo,Beauty,2,36.76,73.52,11.87
241,2023-09-12,4751,Hair Dryer,Beauty,2,195.82,391.64,44.63
242,2023-10-09,2807,Smartphone,Electronics,1,49.13,49.13,6.5
243,2023-05-16,1718,T-Shirt,Clothing,3,27.26,81.78,13.99
244,2023-09-13,2015,Yoga Mat,Sports,3,38.95,116.85,18.7
245,2022-05-01,2257,Makeup Kit,Beauty,1,127.46,127.46,30.78
246,2022-10-16,2249,Cycling Helmet,Sports,1,37.85,37.85,6.66
247,2023-09-29,2120,Jacket,Clothing,1,87.57,87.57,18.85
248,2023-04-07,1124,Yoga Mat,Sports,5,36.04,180.2,18.21
249,2024-01-21,2651,Dress,Clothing,1,195.42,195.42,34.89
250,2023-03-31,305,Smartphone,Electronics,4,23.49,93.96,26.81
251,2022-12-05,2571,Cycling Helmet,Sports,4,189.37,757.48,204.64
252,2022-04-06,1108,Hair Dryer,Beauty,3,35.94,107.82,24.44
253,2022-12-07,4825,Vacuum Cleaner,Home & Kitchen,3,145.21,435.63,106.78
254,2022-04-27,3371,Makeup Kit,Beauty,3,92.01,276.03,82.44
255,2022-10-26,624,Blender,Home & Kitchen,5,137.02,685.1,195.5
256,2023-09-02,4879,Blender,Home & Kitchen,2,140.56,281.12,45.48
257,2023-07-04,1235,Air Fryer,Home & Kitchen,5,33.41,167.05,29.19
258,2022-09-29,1845,Jacket,Clothing,5,150.37,751.85,160.63
259,2024-01-27,3393,Blender,Home & Kitchen,5,32.95,164.75,30.31
260,2022-11-03,4625,Jacket,Clothing,4,20.2,80.8,8.93
261,2022-12-08,2377,Tablet,Electronics,1,85.52,85.52,20.1
262,2022-07-02,1018,Smartwatch,Electronics,1,155.72,155.72,38.89
263,2022-12-08,1415,Microwave,Home & Kitchen,1,66.68,66.68,18.38
264,2022-04-16,2134,Treadmill,Sports,2,185.63,371.26,52.28
265,2022-11-29,2348,Jeans,Clothing,5,128.01,640.05,147.76
266,2022-12-29,4013,Smartwatch,Electronics,2,90.08,180.16,27.94
267,2023-12-13,3781,Smartphone,Electronics,4,193.65,774.6,184.17
268,2022-08-06,2884,Cookware Set,Home & Kitchen,3,156.5,469.5,107.57
269,2022-02-26,1634,Cycling Helmet,Sports,5,36.91,184.55,39.41
270,2023-09-18,3882,Treadmill,Sports,1,168.32,168.32,24.5
271,2022-10-18,3979,Laptop,Electronics,2,83.34,166.68,31.58
272,2023-07-24,1025,Shampoo,Beauty,2,86.57,173.14,42.31
273,2022-09-13,2713,Blender,Home & Kitchen,4,68.91,275.64,59.45
274,2022-08-13,4654,Smartwatch,Electronics,4,88.12,352.48,76.36
275,2023-11-22,2933,Smartphone,Electronics,3,72.12,216.36,64.62
276,2023-03-24,373,Tablet,Electronics,2,104.79,209.58,43.67
277,2022-08-19,3169,Dumbbells,Sports,3,24.84,74.52,12.27
278,2023-10-26,144,Skincare Set,Beauty,2,56.55,113.1,21.05
279,2022-07-10,3723,Dumbbells,Sports,3,184.59,553.77,109.71
280,2022-01-11,2858,Skincare Set,Beauty,1,129.36,129.36,23.04
281,2023-03-04,2387,Yoga Mat,Sports,3,87.57,262.71,43.87
282,2022-11-20,3655,Tennis Racket,Sports,3,186.02,558.06,102.73
283,2022-01-30,1935,Laptop,Electronics,3,168.99,506.97,58.43
284,2022-09-11,2695,Yoga Mat,Sports,2,195.57,391.14,67.33
285,2022-04-27,4646,Shampoo,Beauty,4,42.47,169.88,28.95
286,2023-07-27,2475,Treadmill,Sports,3,81.36,244.08,35.36
287,2022-05-07,4736,Treadmill,Sports,4,27.47,109.88,30.99
288,2023-03-10,182,Tennis Racket,Sports,3,113.08,339.24,84.73
289,2022-08-25,2608,T-Shirt,Clothing,3,132.12,396.36,46.29
290,2022-12-08,2987,Microwave,Home & Kitchen,3,181.21,543.63,149.76
291,2023-07-12,4681,Tablet,Electronics,3,10.4,31.2,4.17
292,2024-01-27,4511,Air Fryer,Home & Kitchen,2,187.93,375.86,64.87
293,2022-01-03,3190,T-Shirt,Clothing,3,157.46,472.38,100.34
294,2023-04-01,751,Perfume,Beauty,4,172.45,689.8,132.18
295,2023-11-26,1414,Dress,Clothing,3,42.23,126.69,21.75
296,2023-05-03,2802,Air Fryer,Home & Kitchen,3,99.59,298.77,55.98
297,2023-03-01,2545,Cycling Helmet,Sports,5,46.89,234.45,58.57
298,2022-09-10,2084,Tablet,Electronics,2,143.4,286.8,33.7
299,2023-05-07,334,Blender,Home & Kitchen,3,53.28,159.84,16.77
300,2022-12-22,1262,Blender,Home & Kitchen,2,67.83,135.66,34.13
301,2023-02-25,2862,T-Shirt,Clothing,3,39.67,119.01,17.04
302,2023-10-19,68,Makeup Kit,Beauty,2,53.65,107.3,20.31
303,2022-10-13,1569,Headphones,Electronics,3,113.62,340.86,84.1
304,2022-07-13,3397,Microwave,Home & Kitchen,4,30.35,121.4,28.94
305,2022-07-10,1366,Yoga Mat,Sports,5,119.66,598.3,116.25
306,2022-01-05,3792,Hair Dryer,Beauty,2,58.5,117.0,19.9
307,2023-10-20,846,Sneakers,Clothing,5,17.35,86.75,11.63
308,2023-08-23,1112,T-Shirt,Clothing,5,49.97,249.85,40.97
309,2022-07-01,155,Shampoo,Beauty,2,108.32,216.64,25.16
310,2022-03-21,4314,Smartphone,Electronics,1,96.74,96.74,17.95
311,2022-04-03,98,T-Shirt,Clothing,1,192.16,192.16,30.33
312,2023-08-10,3365,Perfume,Beauty,3,167.98,503.94,122.23
313,2022-03-13,3286,Hair Dryer,Beauty,2,188.91,377.82,76.37
314,2022-08-04,3901,Tennis Racket,Sports,5,64.63,323.15,38.51
315,2023-12-16,462,Sneakers,Clothing,1,192.17,192.17,42.59
316,2022-02-20,1101,Cycling Helmet,Sports,3,13.51,40.53,12.08
317,2022-05-13,4335,Laptop,Electronics,2,173.15,346.3,46.65
318,2022-09-06,4684,Yoga Mat,Sports,2,197.11,394.22,109.37
319,2023-07-03,4331,Tennis Racket,Sports,2,45.49,90.98,23.09
320,2022-08-30,145,Laptop,Electronics,3,107.63,322.89,63.99
321,2024-01-29,669,Hair Dryer,Beauty,4,122.34,489.36,56.96
322,2022-12-01,141,Dumbbells,Sports,3,130.9,392.7,73.17
323,2023-09-17,2766,T-Shirt,Clothing,3,87.83,263.49,49.51
324,2022-08-07,2082,Cycling Helmet,Sports,5,52.82,264.1,28.91
325,2022-09-17,808,Skincare Set,Beauty,1,19.14,19.14,2.87
326,2023-12-06,4839,Headphones,Electronics,3,178.93,536.79,103.22
327,2022-12-26,2270,Jacket,Clothing,2,126.2,252.4,52.54
328,2022-06-10,2416,Cycling Helmet,Sports,3,155.79,467.37,59.77
329,2023-08-08,967,Dumbbells,Sports,4,25.57,102.28,26.65
330,2022-12-21,4376,Cookware Set,Home & Kitchen,3,36.64,109.92,27.02
331,2022-10-05,3949,Smartwatch,Electronics,1,184.48,184.48,55.23
332,2022-02-20,2696,Jeans,Clothing,2,171.68,343.36,41.08
333,2024-01-01,1250,Smartphone,Electronics,3,103.32,309.96,58.63
334,2023-01-26,1577,Tennis Racket,Sports,5,189.17,945.85,250.38
335,2022-02-15,1551,Laptop,Electronics,2,184.39,368.78,72.85
336,2023-08-21,1333,Skincare Set,Beauty,3,136.13,408.39,103.5
337,2022-08-26,2837,Microwave,Home & Kitchen,4,130.0,520.0,126.43
338,2023-05-22,2710,Hair Dryer,Beauty,5,71.47,357.35,53.74
339,2022-08-13,1949,Jacket,Clothing,5,47.06,235.3,34.6
340,2022-01-05,935,Vacuum Cleaner,Home & Kitchen,4,126.1,504.4,82.05
341,2023-09-18,2718,Vacuum Cleaner,Home & Kitchen,1,132.94,132.94,29.38
342,2022-03-16,437,Headphones,Electronics,3,135.81,407.43,61.99
343,2022-11-03,3383,Vacuum Cleaner,Home & Kitchen,2,163.64,327.28,70.96
344,2023-10-19,29,Microwave,Home & Kitchen,3,14.79,44.37,11.79
345,2023-12-01,1002,Laptop,Electronics,3,71.87,215.61,43.57
346,2023-02-12,4269,T-Shirt,Clothing,3,127.66,382.98,54.91
347,2023-07-30,2089,Cookware Set,Home & Kitchen,3,142.3,426.9,119.03
348,2022-11-23,2650,Tennis Racket,Sports,1,195.68,195.68,27.02
349,2023-03-02,4129,Treadmill,Sports,5,172.48,862.4,196.84
350,2022-08-20,614,Air Fryer,Home & Kitchen,4,156.65,626.6,106.78
351,2023-07-22,3059,Jeans,Clothing,3,169.49,508.47,143.13
352,2022-07-06,518,Cycling Helmet,Sports,2,89.64,179.28,43.31
353,2022-10-09,4431,Jeans,Clothing,2,22.27,44.54,12.29
354,2023-08-09,193,Sneakers,Clothing,4,116.35,465.4,82.34
355,2023-05-30,3122,Microwave,Home & Kitchen,3,47.44,142.32,18.52
356,2023-05-10,1249,Skincare Set,Beauty,3,169.74,509.22,146.28
357,2022-09-06,3137,Smartwatch,Electronics,4,39.73,158.92,47.54
358,2022-05-17,2235,Smartwatch,Electronics,4,126.1,504.4,127.53
359,2023-06-30,1834,Hair Dryer,Beauty,1,35.9,35.9,6.91
360,2022-10-02,1380,Shampoo,Beauty,1,93.06,93.06,12.68
361,2023-06-23,3121,Jeans,Clothing,1,153.1,153.1,43.23
362,2023-12-03,1583,Vacuum Cleaner,Home & Kitchen,2,14.8,29.6,7.21
363,2022-04-28,2233,Dress,Clothing,1,157.24,157.24,37.51
364,2022-04-12,4231,Headphones,Electronics,3,138.86,416.58,89.68
